T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,
0,8,131,1306,7721,21428,27580,22831,7850,2304,690,200,66,20,7,
0,8,131,1306,7721,21428,27580,22831,7850,2304,690,200,66,20,7,
0,8,109,751,2382,3286,2303,929,276,77,23,7,0,0,0,
0,8,109,751,2382,3286,2303,929,276,77,23,7,0,0,0,
0,5,83,606,1832,1931,819,267,77,22,8,2,0,0,0,
0,8,61,204,312,217,93,35,15,14,10,1,0,0,0,
0,8,61,204,312,217,93,35,15,14,10,1,0,0,0,
0,10,69,257,408,230,76,38,20,9,7,1,1,1,1,
0,13,79,230,303,184,107,49,19,7,7,5,0,0,0,
0,7,53,184,281,174,85,39,16,7,7,7,2,4,1,
0,9,61,168,273,147,65,40,28,15,7,5,0,0,0,
0,10,58,152,246,250,124,65,30,15,7,2,1,1,0,
0,11,74,210,334,214,97,50,22,12,5,1,6,1,0,
0,11,74,210,334,214,97,50,22,12,5,1,6,1,0,
0,9,63,209,300,161,94,45,26,14,7,6,6,1,0,
0,13,83,218,309,194,98,62,29,11,7,1,3,2,3,
0,13,83,218,309,194,98,62,29,11,7,1,3,2,3,
0,13,83,218,309,194,98,62,29,11,7,1,3,2,3,
0,13,83,218,309,194,98,62,29,11,7,1,3,2,3,
0,8,66,307,465,253,111,63,30,14,7,2,0,6,7,
0,8,66,307,465,253,111,63,30,14,7,2,0,6,7,
0,8,66,307,465,253,111,63,30,14,7,2,0,6,7,
0,13,70,207,272,145,71,34,19,13,7,2,0,0,0,
0,13,65,229,415,352,181,76,32,12,7,2,1,2,0,
0,10,54,174,260,169,89,46,22,11,7,2,0,0,0,
0,9,61,248,390,265,167,87,34,17,9,6,0,1,0,
0,10,61,264,404,229,112,57,28,16,7,1,0,0,0,
0,11,62,224,332,247,100,53,24,10,7,7,1,2,0,
0,9,50,201,357,252,101,42,18,7,7,1,0,4,1,
0,10,59,242,363,259,123,51,20,7,7,1,0,0,0,
0,7,62,182,329,251,122,41,12,7,7,7,1,4,0,
0,12,73,295,357,217,168,73,29,18,11,5,0,2,0,
0,8,80,242,349,226,99,42,21,10,7,4,0,0,0,
0,10,88,304,426,250,123,60,38,17,8,3,0,0,0,
0,10,65,211,362,259,107,52,19,7,7,1,1,1,2,
0,8,67,257,436,310,159,75,41,15,7,2,0,0,0,
0,8,53,205,402,310,122,54,23,9,7,1,0,0,0,
0,9,55,203,306,201,101,45,18,11,9,2,0,0,0,
0,8,73,216,227,156,75,45,16,7,1,1,0,1,7,
0,10,82,266,384,217,83,43,14,6,2,4,0,0,0,
0,14,72,239,348,248,128,64,20,7,7,5,0,0,0,
0,14,72,239,348,248,128,64,20,7,7,5,0,0,0,
0,12,82,233,333,207,137,51,19,10,7,4,0,0,0,
0,12,74,127,210,197,115,49,17,7,2,3,0,0,0,
0,11,51,170,204,188,116,49,20,9,2,6,2,3,0,
0,12,67,125,208,221,135,50,20,11,7,1,0,1,1,
0,9,62,204,244,182,113,49,23,18,7,2,0,3,0,
0,12,58,183,364,334,122,71,40,12,5,2,0,0,0,
0,14,87,275,351,249,149,54,18,7,7,2,0,2,1,
0,14,87,275,351,249,149,54,18,7,7,2,0,2,1,
0,14,87,275,351,249,149,54,18,7,7,2,0,2,1,
0,14,87,275,351,249,149,54,18,7,7,2,0,2,1,
0,14,87,275,351,249,149,54,18,7,7,2,0,2,1,
0,13,76,267,283,269,122,38,15,14,10,2,0,3,1,
0,10,62,295,368,220,86,31,12,8,7,3,0,0,0,
1,14,92,214,301,167,103,58,19,12,7,7,1,0,0,
0,14,72,215,369,267,131,51,25,10,7,3,2,0,0,
0,8,76,262,286,185,115,55,19,13,7,4,0,0,0,
0,13,75,171,326,240,127,62,30,12,7,3,0,0,0,
0,15,107,264,334,259,109,45,19,14,9,5,7,7,3,
0,15,107,264,334,259,109,45,19,14,9,5,7,7,3,
0,13,66,156,234,219,125,58,30,18,9,3,0,1,0,
0,13,69,166,247,202,120,108,62,23,8,4,0,2,0,
1,15,91,245,428,247,132,77,33,11,7,7,0,2,1,
0,13,91,277,347,206,91,50,20,7,7,7,2,0,0,
0,13,91,277,347,206,91,50,20,7,7,7,2,0,0,
0,14,76,226,380,216,92,42,15,9,7,2,0,0,0,
0,14,76,226,380,216,92,42,15,9,7,2,0,0,0,
0,11,86,356,298,135,134,76,33,28,10,4,0,3,0,
0,11,74,206,281,188,121,66,16,8,7,3,0,0,0,
0,11,87,265,297,227,86,42,26,16,8,1,0,0,0,
0,12,74,254,398,217,124,60,19,11,2,2,0,0,0,
0,16,78,205,371,287,118,45,21,8,6,1,0,0,0,
0,9,73,237,224,136,96,54,36,17,7,2,0,1,1,
0,10,82,229,272,189,88,58,26,10,4,1,4,1,3,
0,10,82,229,272,189,88,58,26,10,4,1,4,1,3,
0,13,82,249,357,297,131,74,33,11,7,6,0,0,0,
0,13,82,249,357,297,131,74,33,11,7,6,0,0,0,
0,13,91,273,394,287,116,43,21,11,7,2,0,1,1,
0,12,62,272,439,234,111,60,22,12,7,3,0,1,5,
0,12,70,260,315,267,182,106,31,13,7,3,0,0,0,
1,19,115,319,353,232,102,43,17,7,7,1,0,0,0,
0,10,70,242,323,160,89,68,30,9,5,3,1,0,0,
0,10,76,326,471,288,105,53,22,7,7,3,2,0,0,
0,10,70,205,358,240,123,62,29,14,7,2,0,0,0,
0,12,56,153,245,222,102,37,18,14,8,3,0,2,3,
0,11,56,180,332,259,113,50,21,8,4,1,0,0,0,
0,12,65,203,320,258,149,65,24,9,7,5,0,4,0,
0,9,69,172,278,224,82,35,23,11,7,3,0,2,0,
0,10,67,292,366,178,95,47,23,14,7,4,0,0,0,
0,8,61,242,385,209,102,40,18,9,7,1,0,4,1,
0,8,61,242,385,209,102,40,18,9,7,1,0,4,1,
0,7,76,223,238,189,98,38,17,7,7,2,0,0,0,
0,13,70,247,297,240,158,64,20,8,7,2,0,0,0,
0,8,46,177,283,193,85,32,17,3,1,7,7,3,0,
0,10,66,270,450,338,156,49,17,8,3,1,2,1,0,
0,7,69,211,322,187,75,37,30,17,7,1,0,0,0,
0,8,61,206,383,178,81,41,16,10,3,2,0,1,0,
0,7,57,245,360,214,77,29,16,9,5,1,0,0,0,
0,13,76,232,329,266,113,60,25,8,7,7,1,0,0,
0,10,70,237,425,282,167,61,24,8,1,3,1,1,0,
0,5,61,232,314,245,109,42,17,11,7,1,0,0,0,
0,10,64,221,458,351,169,56,22,10,7,3,7,2,0,
0,9,93,257,315,192,121,50,19,16,9,4,0,1,0,
0,9,93,257,315,192,121,50,19,16,9,4,0,1,0,
0,9,93,257,315,192,121,50,19,16,9,4,0,1,0,
0,5,52,201,324,173,104,44,20,7,7,7,7,2,0,
0,5,60,219,361,291,148,87,27,9,7,7,3,1,0,
0,8,59,222,362,287,119,38,14,7,2,7,7,3,0,
0,5,57,213,313,247,148,58,20,10,2,4,1,1,0,
0,9,86,387,423,233,109,50,26,12,6,2,0,1,0,
0,9,86,387,423,233,109,50,26,12,6,2,0,1,0,
0,9,86,387,423,233,109,50,26,12,6,2,0,1,0,
0,8,59,211,338,181,113,67,29,11,3,3,0,0,0,
0,7,79,244,387,352,155,63,36,15,7,1,0,0,0,
0,6,47,196,348,216,139,62,33,17,7,1,0,0,0,
0,8,82,231,298,173,96,48,26,15,7,4,0,1,0,
0,12,87,357,533,334,146,57,23,10,7,5,4,4,0,
0,5,61,265,293,246,140,61,33,18,14,10,6,1,0,
0,7,58,225,333,173,98,59,25,9,7,1,2,1,0,
0,7,59,223,396,199,85,44,19,7,7,3,0,0,0,
0,7,52,220,340,179,97,62,22,9,6,1,0,1,0,
0,7,60,187,300,251,143,71,32,14,7,2,0,0,0,
0,7,42,151,296,229,116,49,23,12,7,1,0,0,0,
0,7,42,151,296,229,116,49,23,12,7,1,0,0,0,
0,8,69,212,268,147,85,47,23,13,7,3,0,0,0,
0,7,50,148,209,201,98,45,19,9,7,1,0,3,0,
0,7,42,155,349,213,96,47,21,9,7,1,0,0,0,
0,10,68,183,236,164,71,35,13,7,7,3,0,0,0,
0,5,59,189,242,196,126,65,27,12,7,4,0,0,0,
0,6,48,181,293,242,142,74,31,13,7,7,1,0,0,
0,9,64,273,373,219,113,59,29,10,7,2,0,0,0,
0,9,62,212,345,224,108,56,25,13,7,2,1,1,0,
0,9,62,212,345,224,108,56,25,13,7,2,1,1,0,
0,9,62,212,345,224,108,56,25,13,7,2,1,1,0,
0,9,62,212,345,224,108,56,25,13,7,2,1,1,0,
0,9,62,212,345,224,108,56,25,13,7,2,1,1,0,
0,7,66,169,235,211,121,59,30,15,7,5,0,1,0,
0,8,58,212,302,177,74,41,26,13,7,2,0,0,0,
0,8,58,267,432,262,122,52,23,19,10,5,0,0,0,
0,7,77,242,348,195,91,52,30,17,7,2,2,7,1,
0,13,83,284,352,238,93,37,19,9,7,1,0,0,0,
0,8,61,243,306,154,67,48,23,14,7,7,7,7,0,
0,8,57,189,295,158,79,46,27,11,7,4,0,0,0,
0,12,90,281,352,263,109,43,22,14,7,1,0,2,0,
0,10,76,256,322,188,71,36,14,14,14,6,0,1,0,
0,12,87,219,255,160,78,52,18,11,7,4,0,1,0,
0,14,117,278,284,206,123,52,19,7,4,7,7,3,0,
0,13,71,254,389,280,113,43,19,7,3,1,0,0,0,
0,9,55,180,258,169,93,61,30,14,7,3,0,2,0,
0,11,71,264,353,186,87,34,15,7,2,7,7,1,0,
0,12,58,243,329,167,85,44,20,14,8,7,0,0,0,
0,12,58,243,329,167,85,44,20,14,8,7,0,0,0,
0,12,58,243,329,167,85,44,20,14,8,7,0,0,0,
0,8,69,209,325,212,91,58,27,15,8,3,0,0,0,
0,7,79,333,404,373,164,57,32,14,7,4,0,0,0,
0,14,105,279,393,304,160,73,30,14,7,1,0,0,0,
0,14,105,279,393,304,160,73,30,14,7,1,0,0,0,
0,14,105,279,393,304,160,73,30,14,7,1,0,0,0,
0,14,90,343,420,208,131,49,22,12,7,3,0,1,0,
0,13,108,386,545,338,134,56,21,8,7,4,0,1,0,
0,15,97,303,346,283,143,67,30,11,1,3,7,1,0,
0,14,84,214,311,254,122,52,24,10,7,5,0,1,0,
0,8,72,269,421,300,136,74,37,13,7,2,0,2,0,
0,11,105,449,543,255,105,44,17,7,1,2,0,1,0,
0,11,55,248,485,283,141,73,34,15,8,4,0,1,0,
0,10,74,324,490,315,161,69,29,13,7,4,0,2,0,
0,10,101,478,688,370,147,55,23,12,4,5,0,0,0,
0,11,57,322,544,264,130,56,24,11,5,1,0,0,0,
0,9,73,256,366,217,80,28,15,7,7,6,0,2,0,
0,11,51,232,325,216,142,76,41,15,7,4,0,1,0,
0,12,78,336,445,270,152,76,32,14,14,9,7,7,0,
0,10,74,187,234,157,130,70,37,22,12,7,1,1,0,
0,10,77,202,335,216,131,88,34,17,8,4,0,0,0,
0,11,66,187,327,241,141,66,34,16,7,7,4,2,0,
0,13,67,216,340,270,128,48,19,7,7,7,7,4,0,
0,13,67,182,232,166,96,47,17,7,7,4,2,4,0,
0,8,62,297,391,215,102,54,28,11,7,2,0,2,0,
0,5,44,172,236,167,90,43,20,11,7,6,1,4,0,
0,7,53,176,311,237,96,46,28,16,9,3,0,4,9,
0,7,53,176,311,237,96,46,28,16,9,3,0,4,9,
0,8,80,273,326,263,143,67,30,14,7,3,0,1,0,
0,7,64,233,332,184,76,52,36,24,9,2,0,0,0,
0,7,64,233,332,184,76,52,36,24,9,2,0,0,0,
0,10,67,203,340,243,111,50,24,14,7,6,0,0,4,
0,10,67,203,340,243,111,50,24,14,7,6,0,0,4,
0,8,47,211,287,189,78,32,16,9,7,6,4,1,0,
0,6,49,266,380,215,113,52,31,15,7,1,0,0,0,
0,6,49,266,380,215,113,52,31,15,7,1,0,0,0,
0,6,49,266,380,215,113,52,31,15,7,1,0,0,0,
0,6,49,266,380,215,113,52,31,15,7,1,0,0,0,
0,6,49,266,380,215,113,52,31,15,7,1,0,0,0,
0,13,84,287,361,264,154,70,32,14,8,2,0,5,1,
0,9,82,228,443,238,125,46,18,10,5,2,0,0,0,
0,11,81,233,344,292,160,60,26,15,7,1,0,0,0,
0,11,81,233,344,292,160,60,26,15,7,1,0,0,0,
0,9,54,196,385,301,132,53,24,9,7,2,0,0,0,
0,7,60,242,419,233,95,54,23,14,7,1,0,1,0,
0,10,71,205,293,211,103,64,37,17,7,7,5,1,0,
0,10,71,205,293,211,103,64,37,17,7,7,5,1,0,
0,10,71,205,293,211,103,64,37,17,7,7,5,1,0,
0,10,71,205,293,211,103,64,37,17,7,7,5,1,0,
0,10,52,223,389,228,138,65,29,10,7,5,0,0,0,
0,8,63,196,288,245,128,60,30,14,7,7,7,1,0,
0,9,52,285,405,229,94,41,19,8,7,4,0,2,0,
0,9,52,285,405,229,94,41,19,8,7,4,0,2,0,
0,11,47,177,363,245,110,51,22,14,7,1,0,1,0,
0,11,47,177,363,245,110,51,22,14,7,1,0,1,0,
0,11,47,177,363,245,110,51,22,14,7,1,0,1,0,
0,9,82,218,283,201,131,67,32,11,7,1,0,0,0,
0,8,81,237,237,212,116,57,23,8,7,1,0,0,0,
0,8,79,248,307,210,103,56,35,16,7,7,1,0,0,
0,11,69,235,285,180,83,46,30,16,8,2,0,0,0,
0,11,69,235,285,180,83,46,30,16,8,2,0,0,0,
0,11,69,235,285,180,83,46,30,16,8,2,0,0,0,
0,6,53,231,416,201,88,51,25,10,7,2,0,0,0,
0,8,63,210,344,235,100,54,25,16,7,7,7,1,6,
0,12,77,322,498,249,110,56,38,14,6,2,0,2,0,
0,11,75,246,446,291,139,65,28,14,7,6,0,2,0,
0,10,55,170,259,210,80,44,29,13,7,3,3,3,6,
0,10,62,223,397,291,140,50,19,9,7,4,0,1,7,
0,5,34,133,337,239,122,50,23,14,8,1,2,2,0,
0,9,51,223,391,299,104,41,19,9,7,7,3,0,0,
0,8,53,177,266,186,130,57,23,8,7,1,0,3,7,
0,8,52,214,333,233,115,35,11,7,7,2,2,3,0,
0,8,50,158,241,190,149,102,36,11,7,1,0,0,0,
0,9,69,223,317,255,167,65,18,9,2,1,0,0,0,
0,9,69,223,317,255,167,65,18,9,2,1,0,0,0,
0,9,75,356,559,355,128,82,48,16,7,1,0,2,2,
0,13,74,227,342,217,163,86,28,13,7,2,0,3,4,
0,14,74,198,316,190,112,58,26,10,7,1,0,0,0,
0,10,74,276,399,232,102,51,22,12,7,6,0,3,0,
0,10,74,276,399,232,102,51,22,12,7,6,0,3,0,
0,9,62,197,298,258,108,51,26,16,7,3,0,0,0,
0,10,61,180,306,228,101,46,21,11,7,5,0,1,2,
0,8,79,236,342,220,124,59,28,17,7,3,0,0,3,
0,8,45,135,201,149,66,39,18,7,7,4,1,1,11,
0,8,73,279,310,159,77,32,15,7,7,3,0,1,0,
0,8,73,279,310,159,77,32,15,7,7,3,0,1,0,
0,10,62,205,360,196,106,44,16,7,7,2,0,0,0,
0,8,61,256,317,139,72,39,18,12,7,2,0,1,0,
0,10,66,225,404,274,159,60,27,13,7,1,0,0,0,
0,10,66,225,404,274,159,60,27,13,7,1,0,0,0,
0,10,66,185,265,197,82,34,23,18,8,6,5,3,8,
0,6,55,198,265,219,130,64,22,7,3,2,7,3,0,
0,6,55,198,265,219,130,64,22,7,3,2,7,3,0,
0,8,73,228,305,183,117,77,31,18,7,3,0,0,0,
0,6,61,230,328,254,116,58,26,10,3,7,7,6,0,
0,12,65,203,282,235,113,57,23,12,7,2,1,4,0,
0,10,60,310,424,251,134,61,23,8,7,1,0,0,0,
0,12,86,295,353,192,73,48,25,8,4,3,6,2,0,
0,8,82,261,410,159,68,40,21,13,7,4,0,0,0,
0,11,98,257,353,195,78,31,15,10,7,2,0,1,0,
0,11,76,180,339,185,122,61,23,14,5,6,0,0,0,
0,12,139,382,382,177,130,69,20,11,7,4,2,3,0,
0,9,96,360,538,231,83,35,14,7,2,3,0,0,0,
0,10,51,206,362,290,147,53,28,10,7,1,1,1,1,
0,10,72,198,351,214,104,51,18,17,10,4,5,1,0,
0,9,68,223,280,162,88,35,25,10,7,2,0,3,0,
0,16,104,354,433,219,100,69,30,15,7,2,0,0,0,
0,10,83,281,340,212,97,76,34,14,7,2,0,0,0,
0,11,100,341,425,259,97,73,31,9,9,4,0,0,0,
0,14,92,248,319,308,147,71,30,10,4,3,6,0,0,
0,10,54,242,347,204,111,44,28,19,10,7,7,2,0,
0,10,54,242,347,204,111,44,28,19,10,7,7,2,0,
0,12,92,242,229,188,78,77,34,16,5,2,3,2,0,
0,9,75,263,243,199,142,58,23,13,10,5,0,0,0,
0,8,63,228,387,273,111,50,27,14,7,7,0,1,0,
0,7,72,273,293,163,82,44,19,8,7,7,1,4,0,
0,9,66,212,350,185,75,37,16,7,7,7,7,2,0,
0,8,58,222,309,183,101,51,30,15,7,2,0,2,1,
0,7,52,335,420,186,107,64,44,18,11,4,5,2,0,
0,9,53,245,376,217,92,36,13,7,3,1,0,1,0,
0,5,83,304,345,194,107,45,22,14,11,6,0,2,2,
0,5,83,304,345,194,107,45,22,14,11,6,0,2,2,
0,7,60,288,397,296,164,54,17,10,7,4,0,0,0,
0,8,58,277,347,250,155,71,28,11,7,3,1,6,0,
0,8,55,296,516,218,83,47,31,10,11,5,0,1,0,
0,11,73,214,295,154,74,41,23,8,4,1,0,1,11,
0,7,72,268,377,273,129,55,24,13,9,3,0,0,0,
0,10,72,264,324,145,79,36,13,7,3,1,0,2,0,
0,10,63,251,369,153,126,63,32,19,8,4,0,0,0,
0,10,63,246,412,216,101,40,17,13,7,7,0,0,0,
0,10,63,246,412,216,101,40,17,13,7,7,0,0,0,
0,10,63,246,412,216,101,40,17,13,7,7,0,0,0,
0,8,71,186,402,232,114,49,19,7,1,5,7,2,0,
0,10,64,289,501,291,138,59,25,11,7,6,0,1,7,
0,12,104,275,265,153,67,39,25,12,7,1,0,1,0,
0,12,104,275,265,153,67,39,25,12,7,1,0,1,0,
0,11,73,263,399,212,117,57,24,14,10,7,2,1,0,
0,8,89,276,326,219,94,47,17,8,7,1,1,5,7,
0,12,75,215,269,191,97,50,29,17,7,2,0,1,7,
0,7,72,281,283,153,87,52,24,14,7,6,7,7,7,
0,13,84,245,329,192,95,42,15,7,5,3,0,3,0,
0,13,84,245,329,192,95,42,15,7,5,3,0,3,0,
0,13,84,245,329,192,95,42,15,7,5,3,0,3,0,
0,10,69,180,260,197,97,45,20,12,6,1,1,0,0,
0,7,39,154,261,203,98,58,28,14,6,1,0,0,0,
0,6,58,188,239,156,72,39,21,8,5,2,7,1,0,
0,10,61,178,230,127,69,51,24,11,7,2,1,2,0,
0,9,71,202,309,175,86,46,30,15,8,2,2,7,0,
0,11,67,209,290,199,98,45,29,18,8,2,0,2,0,
0,10,49,140,240,214,124,52,19,13,7,2,0,1,0,
0,10,80,250,321,162,91,44,21,9,7,3,0,0,0,
0,10,82,276,390,204,80,37,15,7,7,2,0,3,0,
0,13,82,211,343,237,119,68,29,11,7,4,0,2,0,
0,10,67,225,320,185,133,60,33,15,7,7,2,1,0,
0,11,93,285,275,157,94,58,24,9,7,2,0,3,1,
0,11,67,171,258,177,73,31,12,7,3,4,0,6,8,
0,12,58,204,388,291,140,56,24,12,7,7,7,2,0,
0,15,92,328,403,251,111,45,22,11,7,7,7,2,0,
0,18,82,174,278,243,120,60,27,11,7,7,3,3,0,
0,21,110,359,503,264,131,58,24,14,7,2,0,0,0,
0,16,97,240,262,194,124,72,26,11,4,7,1,2,1,
0,16,97,240,262,194,124,72,26,11,4,7,1,2,1,
0,16,97,240,262,194,124,72,26,11,4,7,1,2,1,
0,16,97,240,262,194,124,72,26,11,4,7,1,2,1,
0,11,74,244,344,266,116,64,28,14,9,6,0,1,0,
0,11,74,244,344,266,116,64,28,14,9,6,0,1,0,
0,17,79,254,467,350,178,75,28,16,7,3,6,2,0,
0,19,102,225,400,232,94,59,24,20,10,7,7,5,0,
0,14,85,200,319,229,125,86,30,9,7,1,0,0,0,
2,14,73,188,342,358,143,50,28,15,10,5,1,1,0,
1,17,74,222,430,344,145,65,29,9,7,2,0,2,2,
0,18,98,335,434,210,108,45,18,11,7,2,0,0,0,
2,14,88,353,423,214,86,41,26,14,8,1,0,0,0,
1,14,109,297,335,267,156,63,25,10,5,2,0,3,0,
1,16,89,324,376,243,136,62,32,10,7,3,0,0,0,
1,18,72,308,376,216,135,56,22,8,1,1,0,1,0,
0,14,70,278,342,189,82,57,45,18,8,2,0,1,1,
0,14,102,275,350,219,108,40,15,7,5,2,0,1,0,
0,11,57,185,324,241,120,49,21,8,7,3,0,0,0,
1,14,95,357,459,258,118,61,25,11,10,2,0,1,0,
1,18,107,328,449,309,145,61,25,10,4,1,0,1,7,
0,22,85,232,289,199,99,55,21,7,7,7,1,0,0,
1,13,73,278,408,293,122,55,22,8,6,7,7,4,0,
0,13,77,238,371,251,125,55,21,8,7,1,0,0,0,
1,14,65,210,297,206,100,54,22,10,7,1,5,1,0,
0,22,146,356,332,131,88,46,20,14,10,5,0,0,0,
0,17,127,273,328,240,165,68,27,14,6,1,0,4,9,
0,17,127,273,328,240,165,68,27,14,6,1,0,4,9,
1,16,93,298,323,174,127,67,39,18,7,7,5,1,0,
0,16,110,282,383,250,121,42,20,10,10,2,0,0,0,
0,16,110,282,383,250,121,42,20,10,10,2,0,0,0,
0,14,90,255,318,259,139,49,18,8,2,2,0,1,0,
0,14,90,255,318,259,139,49,18,8,2,2,0,1,0,
0,14,90,255,318,259,139,49,18,8,2,2,0,1,0,
1,17,72,259,377,208,119,61,30,14,8,2,0,0,0,
1,16,71,228,394,180,83,53,22,11,7,3,0,0,0,
0,16,90,244,423,391,141,64,31,23,8,7,7,2,1,
1,19,100,235,285,177,98,42,21,9,7,9,7,1,0,
2,14,97,281,401,217,106,47,26,8,5,3,0,1,0,
1,17,94,310,493,235,104,47,21,12,4,1,0,0,0,
0,13,97,477,544,225,114,64,52,32,11,3,0,0,0,
0,16,67,177,560,346,119,38,22,8,2,1,7,1,0,
0,14,106,394,461,268,140,72,28,9,7,5,0,1,1,
0,16,70,209,223,145,86,67,31,10,7,2,0,4,0,
0,11,133,252,308,277,120,47,22,12,7,2,0,0,0,
0,9,54,161,347,213,87,74,49,19,9,3,0,1,0,
0,9,60,160,245,207,115,52,18,9,7,2,0,0,0,
0,12,69,219,331,237,126,65,27,10,4,1,1,2,2,
0,18,97,265,472,227,98,44,28,18,8,3,0,0,0,
1,14,67,229,327,173,81,67,45,17,8,3,2,2,0,
0,17,134,372,394,266,140,59,22,12,7,1,2,6,0,
0,12,88,235,399,281,136,62,29,14,7,5,0,0,0,
0,10,91,206,295,206,100,52,32,16,9,7,2,0,0,
0,12,73,159,266,239,109,75,32,10,7,3,0,2,0,
0,14,92,190,264,187,102,45,17,10,7,7,7,4,0,
0,12,70,259,393,252,95,42,25,13,7,6,1,0,0,
0,15,87,271,348,215,105,50,23,8,7,4,0,0,0,
0,10,79,171,247,227,95,41,20,7,7,1,0,1,6,
0,11,90,349,371,231,114,51,24,12,7,7,0,3,0,
0,10,49,144,304,220,131,60,23,10,6,1,0,0,0,
0,14,100,292,441,247,105,48,23,10,7,3,0,3,7,
0,12,57,173,299,174,73,52,19,7,7,1,0,1,1,
0,14,82,232,423,339,141,78,27,9,2,5,6,2,0,
0,13,64,208,367,194,98,69,26,7,7,1,0,2,1,
0,18,116,341,601,284,164,100,32,11,7,2,0,0,0,
0,16,104,236,479,309,158,67,20,5,2,2,0,2,0,
0,12,58,233,298,138,119,66,26,9,5,1,1,3,0,
0,12,58,233,298,138,119,66,26,9,5,1,1,3,0,
0,16,65,211,361,215,73,34,19,10,7,3,0,0,0,
0,13,75,280,449,231,115,62,32,10,7,1,0,0,0,
0,12,84,264,314,201,87,50,19,11,7,1,0,5,4,
0,11,79,218,250,147,112,45,17,8,4,2,0,2,0,
0,13,70,255,473,339,143,69,27,17,7,7,4,0,0,
0,11,78,232,377,229,110,53,16,11,12,7,2,3,0,
0,13,78,243,390,209,116,83,27,10,1,1,0,1,1,
0,11,71,184,184,153,66,29,15,7,6,1,2,2,0,
0,12,97,252,232,133,52,28,20,9,3,4,0,4,0,
0,12,97,252,232,133,52,28,20,9,3,4,0,4,0,
0,9,54,146,240,167,84,38,16,7,3,2,0,1,0,
0,17,111,281,394,199,75,47,38,15,7,3,0,3,1,
0,12,85,227,321,175,99,50,26,10,3,1,1,1,0,
0,11,86,284,350,178,74,35,18,9,4,1,0,7,2,
0,9,78,351,355,205,110,45,19,14,7,5,0,1,7,
0,9,78,351,355,205,110,45,19,14,7,5,0,1,7,
0,9,78,351,355,205,110,45,19,14,7,5,0,1,7,
0,9,78,351,355,205,110,45,19,14,7,5,0,1,7,
0,13,58,299,385,212,127,66,28,13,5,1,0,0,0,
0,12,58,163,279,230,113,72,30,14,7,7,7,4,0,
